"類型","","遊憩據點","","107年1月","107年2月","107年3月","107年4月","107年5月","107年6月","107年7月","107年8月","107年9月","107年10月","107年11月","107年12月","108年1月","108年2月","108年3月","108年4月","108年5月","108年6月","108年7月","108年8月","108年9月","108年10月","108年11月","108年12月","109年1月","109年2月","109年3月","109年4月","109年5月","109年6月","109年7月","109年8月","109年9月","109年10月","109年11月","109年12月","110年1月","110年2月","110年3月","110年4月","110年5月","110年6月","110年7月","110年8月","110年9月","110年10月","110年11月","110年12月","111年1月","111年2月","111年3月","111年4月","111年5月","111年6月","111年7月","111年8月","111年9月","111年10月","111年11月","111年12月","小計"
"國家級風景特定區","National Scenic Areas","七美遊憩區","Qimei Recreation area","1858","1801","6687","48570","68236","53448","60911","44097","25367","12775","3291","1789","2072","2293","9858","51600","75108","84569","57696","34153","34632","16643","2316","1696","2929","1791","3436","5120","11539","38185","102455","92651","52797","15303","1932","1203","1515","2340","6753","47114","46978","921","1455","6561","14349","1749","2068","1565","1695","1595","7742","34760","35520","45402","49652","46152","34458","10364","3298","1389","1436202"
"國家級風景特定區","National Scenic Areas","北寮奎壁山地質公園","Beiliao Kuibishan Geopark","0","0","0","0","0","0","0","0","0","0","0","0","9970","10535","19753","48400","67573","80142","77194","57282","59357","54681","26337","20075","19435","14016","25040","22985","25144","49594","96274","106744","77335","58784","18176","8304","8650","7968","20934","59229","42410","298","835","6643","14205","13364","12185","6580","6014","6028","14871","35575","43702","41531","43972","46934","42944","26190","13967","7848","1576007"
"國家級風景特定區","National Scenic Areas","望安遊憩區","Wang-an Recreation area","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8277","7212","10562","10680","16050","33406","62847","68145","42390","17803","6445","5376","6879","7048","11835","40090","33291","4865","6273","11003","17182","11471","7339","6296","7616","6354","12837","28435","26624","26793","32242","30800","24952","10631","11611","6016","677676"
"國家級風景特定區","National Scenic Areas","小琉球遊憩區","Liuqiu Recreation Area","8151","16984","16223","48262","43286","41078","73799","50879","30996","43570","28060","25120","13926","28988","28405","43585","42332","54055","58209","34140","40020","46956","31941","19031","18762","13008","7601","8259","9407","31918","54317","56750","36937","51818","26192","15840","57267","80630","76854","114778","56918","14208","18353","37616","65492","101670","93312","105880","48170","62884","73415","72362","38784","74729","130978","117304","103349","114011","82257","68789","3008815"
"國家級風景特定區","National Scenic Areas","大鵬灣遊憩區","Dapeng Bay Recreation Area","21035","58490","26579","106149","30591","27225","36097","25434","24600","31616","26357","37448","27091","8552367","5103852","129340","48600","51442","37980","28481","34827","45168","33763","32847","42322","26220","18766","24519","25204","52776","76918","74238","72545","106297","75938","69319","56897","78513","55064","67932","48361","13224","18577","31694","44039","53763","63229","80095","86729","107576","73714","104126","72937","85012","148343","262396","195405","190618","144291","169179","17494155"
"國家級風景特定區","National Scenic Areas","鯉魚潭風景特定區","Liyu Lake Scenic Area","82977","98811","79311","103594","88154","102916","115322","97363","78613","90250","78184","87865","72564","102580","94336","91869","82092","105248","108162","87816","82109","96432","86143","76784","118667","90556","81427","84308","65999","105147","106498","146679","103104","133895","108521","80628","93932","130999","83858","83154","50125","0","19109","61904","70307","83679","105489","85451","76648","118144","77409","78862","64109","52398","186227","159402","108104","90804","73057","72187","5440282"
"國家級風景特定區","National Scenic Areas","鹿野高臺","Luyeh High Terrace","41463","98811","41487","58529","42694","53386","222981","160235","42476","43940","42666","59130","40373","94230","46259","54384","45119","68367","199337","117804","45159","51951","42533","46205","64624","45633","34272","38455","34659","52198","184150","228061","46407","61159","46199","50893","52716","84147","50109","55239","28258","0","3893","97161","66729","42516","49720","57444","53759","63894","49339","52752","44841","48170","342459","228504","48007","47802","47547","49999","4311234"
"國家級風景特定區","National Scenic Areas","原生應用植物園","Yuan Sen Applied Botanical Garden","8741","11566","13333","16362","10746","9674","18563","15193","8167","12627","11602","19149","10066","11017","12193","10760","10967","11245","17650","13106","11926","14346","14143","12566","13685","9490","4593","4087","4404","10466","18936","32152","21666","20761","15908","12869","10774","15158","10352","12118","6118","0","311","5893","6375","10019","16565","17910","13474","15459","10453","8982","3584","5560","23289","20969","11908","11974","8304","10106","730380"
"國家級風景特定區","National Scenic Areas","布農部落","Bunun Leisure Farming","6356","8678","6870","9086","5618","6899","11852","9373","4590","6583","7061","12385","7639","9370","8486","6379","6150","6659","11260","7926","6998","7127","6508","6139","8447","4125","4000","1216","1613","5001","6143","14397","8034","10907","7912","5065","5205","9453","5950","4400","3222","0","0","0","653","567","513","761","4733","761","529","297","115","0","1656","7481","9627","8756","13458","3199","344188"
"國家級風景特定區","National Scenic Areas","新光兆豐休閒農場","Jhaofong Leisure Farm","8615","7609","6216","16164","13168","11540","17182","14488","6978","10228","8625","15765","9214","19681","10177","13837","12001","9053","13060","10146","7981","15105","9179","8644","17810","14338","7665","7915","8614","14492","16019","25408","14716","19678","12297","11207","13484","21629","8613","15450","5576","0","1930","9074","6920","10065","12783","10472","10247","15556","6553","6996","2109","4592","10212","10170","6280","5958","5107","6645","651236"
"國家級風景特定區","National Scenic Areas","花蓮觀光糖廠","Hualien Tourism Sugar Factory","25797","60007","37170","56955","40515","43970","65886","73086","43044","30996","28920","41941","27188","67619","38609","46225","30955","44441","59587","58828","39977","39192","28736","23687","47829","39496","31840","30576","40027","59486","71155","73516","46464","53760","33538","22853","26808","61511","35715","39565","21412","0","13591","42737","35512","31392","25544","26276","25587","47592","29449","29310","15491","32077","65997","64823","78601","37107","23628","23101","2436697"
"國家級風景特定區","National Scenic Areas","立川漁場","Li Chuan Aquafarm","14627","0","16800","29500","29300","29385","52700","36000","40200","27141","25470","35700","15940","21285","24600","27899","26145","31259","38800","33500","28037","40200","26690","25300","17775","10243","6261","4045","8670","32374","37190","69127","53929","49610","22290","26660","18020","20530","17390","17505","9890","0","0","17440","14063","14140","27660","18020","19290","15840","15415","14805","3645","5536","27680","23328","30226","24830","13530","16439","1399874"
"國家級風景特定區","National Scenic Areas","關山親水公園","Guanshan Water Park","4285","12090","3672","6533","2306","1774","6234","10766","4649","5145","5392","10820","6473","10560","6282","5957","4014","4005","9288","9335","4536","6970","5145","5315","9230","6131","3537","3977","2792","5400","10248","8989","4898","7655","6573","5523","5972","8083","3791","8425","1088","0","0","9087","8653","9414","10488","8394","6073","0","0","0","0","0","0","12445","3996","2731","2437","2702","330278"
"國家級風景特定區","National Scenic Areas","東引遊客中心","Dongyin Visitor Center","395","425","861","2818","4607","3744","3022","2594","842","983","523","240","241","452","690","1928","3366","2979","2228","1861","2860","1652","657","341","428","342","213","490","1427","3001","4643","4922","4532","1532","393","114","101","282","877","5447","3096","0","19","315","985","1054","943","287","138","276","1060","3161","2983","3205","3594","4421","2715","1362","620","289","99576"
"國家級風景特定區","National Scenic Areas","莒光遊客中心","Juguang Visitor Center","167","341","735","2449","3769","3762","4108","2963","1733","1342","1053","314","396","938","1244","2586","5280","4812","4218","2036","2474","2809","1367","1109","268","276","239","647","1744","4637","6028","5931","5538","5674","1877","482","277","663","1594","6000","4626","0","88","545","1193","1665","1465","537","453","1062","1502","4885","5557","5471","5676","4704","4959","3060","999","512","142839"
"國家級風景特定區","National Scenic Areas","北竿遊客中心","Beigan Visitor Center","2032","1630","3400","5735","11983","12787","12116","7913","6688","6108","4852","2804","2346","2606","4487","5575","9049","8838","9298","6421","7546","8862","7069","5613","1905","1336","1284","1418","2854","9894","13730","14180","14479","13915","8052","3479","2734","1733","3845","9712","5733","0","37","572","944","2128","3417","2986","2268","1319","2405","7665","6466","6264","10898","11222","7427","6968","3989","3040","346056"
"國家級風景特定區","National Scenic Areas","南竿遊客中心","Nangan Visitor Center","2059","1944","3548","5656","8142","8125","7053","5769","4532","4601","3474","2690","2462","2400","4516","4157","9822","9365","10797","6472","5104","5374","4177","3801","1321","596","652","1181","2159","7631","9372","9281","7778","7396","4252","1924","1450","1240","1800","3741","3076","0","162","886","1403","1735","1848","1890","1349","1262","1656","3172","3353","4132","13371","12336","6274","4238","2699","1796","254452"
"國家級風景特定區","National Scenic Areas","日月潭環潭區","The Sunmoonlake Scenic Area","184018","471635","352612","286810","268972","182830","242121","252090","258770","286201","286733","288320","240123","631903","563969","464819","359117","281654","402630","356557","315466","368067","458879","323656","279692","486382","172103","65845","73300","236161","549567","641176","238516","252805","283130","195726","132709","566576","473810","223321","65533","0","18615","93487","71826","162146","272386","313599","190230","558367","384485","177944","42308","48188","340158","553141","224567","303441","311114","218944","17349250"
"國家級風景特定區","National Scenic Areas","車埕","Checheng","103944","108815","99478","137678","93767","90764","93395","79292","91965","98794","97266","115396","93601","123628","110833","113979","78147","101633","107435","84279","107074","117613","115908","118749","111240","71339","54643","60236","60201","95353","89060","107379","101859","142713","116893","106185","115471","118377","105466","115984","47043","595","3677","15121","37629","75220","90135","98297","80484","87663","71113","49855","22326","28531","53363","52657","58558","76886","66434","77059","5148478"
"國家級風景特定區","National Scenic Areas","獅頭山風景區(新竹地區)","Lion’s Head Mountain Scenic Area-Hsinchu","449020","569326","505014","579917","632156","587825","597328","452975","442006","461778","433259","470489","397569","616151","383720","644048","523530","551888","488760","617603","593717","715884","631453","672206","606507","548450","554176","500276","623543","569814","609987","557638","585209","681894","455990","730707","421959","431052","402240","435905","338081","22933","27571","238728","278373","333491","290063","529802","139661","101750","116491","102983","62142","86196","473095","192654","155069","200646","120887","88406","25631991"
"國家級風景特定區","National Scenic Areas","獅頭山風景區(苗栗地區)","Lion’s Head Mountain Scenic Area-Miaoli","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","295349","180945","162303","195808","133847","135308","226806","271788","226871","291910","148548","173381","2442864"
"國家級風景特定區","National Scenic Areas","梨山遊憩區","Lishan Recreation Area","18678","31318","27012","27221","17360","22812","34555","30517","22703","35818","88110","54474","21444","55955","31175","22125","12403","25488","32562","18361","26422","61340","98270","47395","30507","51345","24838","24690","17070","38406","44417","42839","30442","74472","100543","62843","29916","62855","34229","32442","12804","375","5197","13062","16679","41022","100243","70277","27237","73611","55137","22156","8273","8273","39643","39072","23294","41880","75537","54713","2293857"
"國家級風景特定區","National Scenic Areas","八卦山風景區(彰化地區)","Mt. Bagua Scenic Area-Changhua","314061","498176","396735","479976","330634","326136","353298","387440","402885","394646","381102","428144","338453","615515","456363","408212","343673","385143","386834","418214","341103","403980","377273","365301","467443","357556","289391","306419","257107","296607","326355","308787","259057","393272","220014","278892","195291","284751","190295","206675","89583","10408","31924","84556","125535","175447","170069","298495","228544","182977","171999","162121","115510","75152","189498","211077","206381","231693","159745","145607","17237530"
"國家級風景特定區","National Scenic Areas","八卦山風景區（南投地區）","Mt. Bagua Scenic Area-Nantou","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75400","84801","86228","64954","59270","54169","82754","81790","58463","76587","44111","44096","812623"
